Link_Produk,Harga,tahun_KM_Mobil,Nama_Produk,Lokasi_Produk,jenis_mobil,Platform
https://www.olx.co.id/item/mobilio-rs-at-2015-tdp-2-jt-dibantu-iid-929686173,121000000,2015 - 105.000-110.000 km,Honda Mobilio,Pasar Minggu,automatic,olx
https://www.olx.co.id/item/mitsubishi-eclipse-cross-2020-ultimate-sunroof-full-spec-nik-2019-iid-929685953,279000000,2020 - 45.000-50.000 km,Mitsubishi Eclipse Cross,Kebayoran Lama,automatic,olx
https://www.olx.co.id/item/rush-s-matic-2008-iid-929685843,93000000,2008 - 140.000-145.000 km,Toyota Rush,Mampang Prapatan,automatic,olx
https://www.olx.co.id/item/jual-alphard-mulus-penggunaan-iid-929685182,950000000,2019 - 140.000-145.000 km,Toyota Alphard,Pasar Minggu,automatic,olx
https://www.olx.co.id/item/tdp-0-angs-termurah-all-new-rush-gr-2022-automatic-low-km-seperti-baru-iid-929684904,240000000,2022 - 15.000-20.000 km,Toyota Rush,Cilandak,automatic,olx
https://www.olx.co.id/item/tdp-0-angs-termurah-grand-avanza-g-2020-automatic-low-km-like-new-iid-929684855,165000000,2020 - 85.000-90.000 km,Toyota Avanza,Cilandak,automatic,olx
https://www.olx.co.id/item/toyota-rush-trd-at-th-2019-istana-jaya-motor-iid-929684815,195000000,2019 - 70.000-75.000 km,Toyota Rush,Kebayoran Baru,automatic,olx
https://www.olx.co.id/item/murah-honda-brio-12-e-satya-2020-honda-jazz-iid-929684736,125000000,2020 - 40.000-45.000 km,Honda Brio Satya,Kebayoran Lama,automatic,olx
https://www.olx.co.id/item/dijual-mitsubishi-xpander-15-ultimate-at-2019-km-60rbuanmulus-terawt-iid-929684577,190000000,2018 - 55.000-60.000 km,Mitsubishi Xpander,Kebayoran Baru,automatic,olx
https://www.olx.co.id/item/low-km-mazda-cx5-cx-5-gt-facelift-camera360-nik-2021-pemakaian-2022-iid-928121978,380000000,2021 - 30.000-35.000 km,Mazda CX-5,Pesanggrahan,automatic,olx
https://www.olx.co.id/item/cashavanza-g-13-at-th-2013-iid-929684401,112000000,2013 - 130.000-135.000 km,Toyota Avanza,Pesanggrahan,automatic,olx
https://www.olx.co.id/item/pajak-panjang-chevrolet-trax-14-turbo-ltz-bensin-at-2017-9mo-iid-929145169,154000000,2017 - 85.000-90.000 km,Chevrolet Trax,Pondok Melati,automatic,olx
https://www.olx.co.id/item/pajak-panjang-honda-brv-15-e-prestige-bensin-at-2016-putih-0pc-iid-929147253,156000000,2016 - 165.000-170.000 km,Honda BR-V,Pancoran,automatic,olx
https://www.olx.co.id/item/pajak-panjang-toyota-kijang-innova-20-g-luxury-bensin-at-2021-ych-iid-929149727,287000000,2021 - 50.000-55.000 km,Toyota Kijang Innova,Tanah Abang,automatic,olx
https://www.olx.co.id/item/pajak-panjang-toyota-yaris-15-g-bensin-at-2015-hitam-egz-iid-929150360,139000000,2015 - 135.000-140.000 km,Toyota Yaris,Jatiasih,automatic,olx
https://www.olx.co.id/item/mazda-cx5-elite-25-bensin-at-2019-putih-iid-929563061,320000000,2019 - 60.000-65.000 km,Mazda CX-5,Cilandak,automatic,olx
https://www.olx.co.id/item/cash-bmw-218i-active-tourer-f45-201615-at-mint-condition-fullset-iid-929413275,235000000,2016 - 30.000-35.000 km,BMW 218i,Pesanggrahan,automatic,olx
https://www.olx.co.id/item/bmw-x1-sdrive-18i-tahun-2011-automatic-coklat-iid-928916555,169000000,2011 - 80.000-85.000 km,BMW X1,Kebayoran Baru,automatic,olx
https://www.olx.co.id/item/toyota-alphard-g-atpm-25-at-2015-low-km-good-condition--iid-929400918,565000000,2015 - 65.000-70.000 km,Toyota Alphard,Kebayoran Lama,automatic,olx
https://www.olx.co.id/item/cicilan-2juta-an-suzuki-splash-manual-2015-iid-929684156,88000000,2015 - 65.000-70.000 km,Suzuki Splash,Pancoran,automatic,olx
https://www.olx.co.id/item/low-km-toyota-kijang-innova-venturer-20-bensin-at-nik-2021-iid-928375359,352000000,2021 - 30.000-35.000 km,Toyota Kijang Innova,Cilandak,automatic,olx
https://www.olx.co.id/item/mazda-cx5-elite-2023-mdl-2022-kuro-grand-touring-gt-crv-cx-5-cx9-cx-9-iid-929683723,429000000,2023 - 5.000-10.000 km,Mazda CX-5,Kebayoran Lama,automatic,olx
https://www.olx.co.id/item/ertiga-gx-at-2013-iid-929682958,119000000,2013 - 165.000-170.000 km,Suzuki Ertiga,Pasar Minggu,automatic,olx
https://www.olx.co.id/item/toyota-avanza-13-e-at-th-2023-istana-jaya-motor-iid-929682896,185000000,2023 - 15.000-20.000 km,Toyota Avanza,Kebayoran Baru,automatic,olx
https://www.olx.co.id/item/porsche-cayman-27-sport-exhaust-chrono-fullspec-bose-audio-2013-gre-iid-929682731,1235000000,2013 - 15.000-20.000 km,Porsche Cayman,Kebayoran Lama,automatic,olx
https://www.olx.co.id/item/bergaransi-resmi-bmw-x1-xline-2021-x3-2020-cx5-cx9-2022-gla200-glb200-iid-924825100,499000000,2021 - 20.000-25.000 km,BMW X1,Kebayoran Baru,automatic,olx
https://www.olx.co.id/item/bergaransi-1-thn-mini-countryman-2019-cooper-2020-s-2018-country-man-iid-926222639,465000000,2019 - 20.000-25.000 km,Mini Countryman,Kebayoran Baru,automatic,olx
https://www.olx.co.id/item/mercedes-cla-200-amg-at-th-2019-istana-jaya-motor-iid-929682390,625000000,2019 - 40.000-45.000 km,Mercedes-Benz CLA200,Kebayoran Baru,automatic,olx
https://www.olx.co.id/item/land-cruiser-vxr-2023-iid-929682377,2250000000,2023 - 10.000-15.000 km,Toyota Land Cruiser,Kebayoran Baru,automatic,olx
https://www.olx.co.id/item/mini-cooper-countryman-16l-jcw-kit-white-on-black-nik-2015-full-origi-iid-929682362,425000000,2015 - 65.000-70.000 km,Mini Cooper Countryman,Kebayoran Baru,automatic,olx
https://www.olx.co.id/item/dp-rendah-honda-brio-12-rs-urbanite-edition-bensin-at-2021-fag-iid-929149973,184000000,2021 - 30.000-35.000 km,Honda Brio,Pancoran,automatic,olx
https://www.olx.co.id/item/dp-rendah-wuling-cortez-15-ct-l-bensin-at-2019-hitam-bij-iid-929178539,133000000,2019 - 70.000-75.000 km,Wuling Cortez,Pondok Melati,automatic,olx
https://www.olx.co.id/item/dp-rendah-toyota-kijang-innova-20-g-luxury-bensin-at-2015-ffz-iid-929150461,176000000,2015 - 95.000-100.000 km,Toyota Kijang Innova,Jatiasih,automatic,olx
